,TPR,group_value,group_variable,k,model_id,parameter,TNR,FOmR,FDR,FPR,FNR,NPV,Precision,PP,PN,PPR,PPrev,FP,FN,TN,TP,group_label_neg,group_label_pos,group_size,total_entities,Prev,PPR_disparity,PPR_ref_group_value,PPrev_disparity,PPrev_ref_group_value,FDR_disparity,FDR_ref_group_value,FOmR_disparity,FOmR_ref_group_value,FPR_disparity,FPR_ref_group_value,FNR_disparity,FNR_ref_group_value
112,0.0,Female,gender,10,1,10_abs,0.9985920450545582,0.11205007824726135,1.0,0.0014079549454417458,1.0,0.8879499217527387,0.0,4,3195,0.4,0.0012503907471084713,4,358,2837,0,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.369177868083776,Male,1.0,Female,1.0,Female,1.0738003050569047,Male,1.0,Female
113,0.0,Male,gender,10,1,10_abs,0.9986888111888111,0.30377818403412554,1.0,0.0013111888111888112,1.0,0.6962218159658745,0.0,6,6564,0.6,0.0009132420091324201,6,1994,4570,0,4576,1994,6570,9769,0.3035007610350076,1.4999999999999998,Female,1.0,Male,1.0,Female,2.711093011142545,Female,1.0,Male,1.0,Female
114,0.0,Female,gender,50,1,50_abs,0.991200281590989,0.11279143037177064,1.0,0.008799718409010912,1.0,0.8872085696282294,0.0,25,3174,0.5,0.007814942169427946,25,358,2816,0,2841,358,3199,9769,0.11190997186620819,1.0,Female,2.053766802125664,Male,1.0,Female,1.0,Female,1.6107004575853574,Male,1.0,Female
115,0.0,Male,gender,50,1,50_abs,0.9945367132867133,0.3046600458365164,1.0,0.005463286713286713,1.0,0.6953399541634836,0.0,25,6545,0.5,0.00380517503805175,25,1994,4551,0,4576,1994,6570,9769,0.3035007610350076,1.0,Female,1.0,Male,1.0,Female,2.701092138226545,Female,1.0,Male,1.0,Female
116,0.0,Female,gender,100,1,100_abs,0.9813445969728969,0.11379529561347743,1.0,0.018655403027103133,1.0,0.8862047043865225,0.0,53,3146,0.53,0.016567677399187245,53,358,2788,0,2841,358,3199,9769,0.11190997186620819,1.1276595744680853,Male,2.3159497981417063,Male,1.0681818181818181,Male,1.0,Female,1.9401619148187257,Male,1.0015067805123055,Male
117,0.0015045135406218655,Male,gender,100,1,100_abs,0.9903846153846154,0.30522765598650925,0.9361702127659575,0.009615384615384616,0.9984954864593781,0.6947723440134908,0.06382978723404255,47,6523,0.47,0.007153729071537291,44,1991,4532,3,4576,1994,6570,9769,0.3035007610350076,1.0,Male,1.0,Male,1.0,Male,2.682251971322788,Female,1.0,Male,1.0,Male
118,1.0,Female,gender,9769,1,1.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
119,1.0,Male,gender,9769,1,1.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
120,1.0,Female,gender,9769,1,2.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
121,1.0,Male,gender,9769,1,2.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
122,1.0,Female,gender,9769,1,5.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
123,1.0,Male,gender,9769,1,5.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
124,1.0,Female,gender,9769,1,10.0_pct,0.0,0.0,0.8880900281337918,1.0,0.0,0.0,0.11190997186620819,3199,0,0.32746442829358174,1.0,2841,0,0,358,2841,358,3199,9769,0.11190997186620819,1.0,Female,1.0,Female,1.2750768104980357,Male,1.0,Female,1.0,Female,1.0,Female
125,1.0,Male,gender,9769,1,10.0_pct,0.0,0.0,0.6964992389649924,1.0,0.0,0.0,0.3035007610350076,6570,0,0.6725355717064183,1.0,4576,0,0,1994,4576,1994,6570,9769,0.3035007610350076,2.0537668021256645,Female,1.0,Female,1.0,Male,1.0,Female,1.0,Female,1.0,Female
126,0.0,Amer-Indian-Eskimo,race,10,1,10_abs,1.0,0.1,0.0,0.0,1.0,0.9,0.0,0,100,0.0,0.0,0,10,90,0,90,10,100,9769,0.1,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
127,0.0,Asian-Pac-Islander,race,10,1,10_abs,1.0,0.2706270627062706,0.0,0.0,1.0,0.7293729372937293,0.0,0,303,0.0,0.0,0,82,221,0,221,82,303,9769,0.2706270627062706,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,2.706270627062706,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
128,0.0,Black,race,10,1,10_abs,0.9976133651551312,0.13367875647668392,1.0,0.002386634844868735,1.0,0.8663212435233161,0.0,2,965,0.2,0.002068252326783868,2,129,836,0,838,129,967,9769,0.13340227507755947,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.3367875647668392,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
129,0.0,Other,race,10,1,10_abs,1.0,0.1095890410958904,0.0,0.0,1.0,0.8904109589041096,0.0,0,73,0.0,0.0,0,8,65,0,65,8,73,9769,0.1095890410958904,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.095890410958904,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
130,0.0,White,race,10,1,10_abs,0.9987103014670321,0.25522962250541,1.0,0.0012896985329679186,1.0,0.7447703774945901,0.0,8,8318,0.8,0.0009608455440787893,8,2123,6195,0,6203,2123,8326,9769,0.2549843862599087,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,2.5522962250540995,Amer-Indian-Eskimo,10.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
131,0.0,Amer-Indian-Eskimo,race,50,1,50_abs,0.9888888888888889,0.10101010101010101,1.0,0.011111111111111112,1.0,0.898989898989899,0.0,1,99,0.02,0.01,1,10,89,0,90,10,100,9769,0.1,10.0,Other,10.0,Other,10.0,Other,1.0,Amer-Indian-Eskimo,10.0,Other,1.0,Amer-Indian-Eskimo
132,0.0,Asian-Pac-Islander,race,50,1,50_abs,0.995475113122172,0.271523178807947,1.0,0.004524886877828055,1.0,0.7284768211920529,0.0,1,302,0.02,0.0033003300330033004,1,82,220,0,221,82,303,9769,0.2706270627062706,10.0,Other,10.0,Other,10.0,Other,2.6880794701986757,Amer-Indian-Eskimo,10.0,Other,1.0,Amer-Indian-Eskimo
133,0.0,Black,race,50,1,50_abs,0.9904534606205251,0.13451511991657977,1.0,0.00954653937947494,1.0,0.8654848800834203,0.0,8,959,0.16,0.008273009307135471,8,129,830,0,838,129,967,9769,0.13340227507755947,10.0,Other,10.0,Other,10.0,Other,1.3316996871741398,Amer-Indian-Eskimo,10.0,Other,1.0,Amer-Indian-Eskimo
134,0.0,Other,race,50,1,50_abs,1.0,0.1095890410958904,0.0,0.0,1.0,0.8904109589041096,0.0,0,73,0.0,0.0,0,8,65,0,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Other,1.0,Other,1.084931506849315,Amer-Indian-Eskimo,1.0,Other,1.0,Amer-Indian-Eskimo
135,0.0,White,race,50,1,50_abs,0.9935515073351604,0.25621530292058897,1.0,0.006448492664839594,1.0,0.7437846970794111,0.0,40,8286,0.8,0.004804227720393947,40,2123,6163,0,6203,2123,8326,9769,0.2549843862599087,10.0,Other,10.0,Other,10.0,Other,2.536531498913831,Amer-Indian-Eskimo,10.0,Other,1.0,Amer-Indian-Eskimo
136,0.0,Amer-Indian-Eskimo,race,100,1,100_abs,0.9777777777777777,0.10204081632653061,1.0,0.022222222222222223,1.0,0.8979591836734694,0.0,2,98,0.02,0.02,2,10,88,0,90,10,100,9769,0.1,10.0,Other,10.0,Other,10.0,Other,1.0,Amer-Indian-Eskimo,10.0,Other,1.0014150943396227,White
137,0.0,Asian-Pac-Islander,race,100,1,100_abs,0.9864253393665159,0.2733333333333333,1.0,0.013574660633484163,1.0,0.7266666666666667,0.0,3,300,0.03,0.009900990099009901,3,82,218,0,221,82,303,9769,0.2706270627062706,10.0,Other,10.0,Other,10.0,Other,2.6786666666666665,Amer-Indian-Eskimo,10.0,Other,1.0014150943396227,White
138,0.0,Black,race,100,1,100_abs,0.9797136038186157,0.13578947368421052,1.0,0.02028639618138425,1.0,0.8642105263157894,0.0,17,950,0.17,0.017580144777662874,17,129,821,0,838,129,967,9769,0.13340227507755947,10.0,Other,10.0,Other,10.0,Other,1.330736842105263,Amer-Indian-Eskimo,10.0,Other,1.0014150943396227,White
139,0.0,Other,race,100,1,100_abs,1.0,0.1095890410958904,0.0,0.0,1.0,0.8904109589041096,0.0,0,73,0.0,0.0,0,8,65,0,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Other,1.0,Other,1.0739726027397258,Amer-Indian-Eskimo,1.0,Other,1.0014150943396227,White
140,0.001413094677343382,White,race,100,1,100_abs,0.9879090762534257,0.25703200775945684,0.9615384615384616,0.012090923746574238,0.9985869053226566,0.7429679922405431,0.038461538461538464,78,8248,0.78,0.009368244054768196,75,2120,6128,3,6203,2123,8326,9769,0.2549843862599087,10.0,Other,10.0,Other,10.0,Other,2.518913676042677,Amer-Indian-Eskimo,10.0,Other,1.0,White
141,1.0,Amer-Indian-Eskimo,race,9769,1,1.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
142,1.0,Asian-Pac-Islander,race,9769,1,1.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
143,1.0,Black,race,9769,1,1.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
144,1.0,Other,race,9769,1,1.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
145,1.0,White,race,9769,1,1.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
146,1.0,Amer-Indian-Eskimo,race,9769,1,2.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
147,1.0,Asian-Pac-Islander,race,9769,1,2.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
148,1.0,Black,race,9769,1,2.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
149,1.0,Other,race,9769,1,2.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
150,1.0,White,race,9769,1,2.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
151,1.0,Amer-Indian-Eskimo,race,9769,1,5.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
152,1.0,Asian-Pac-Islander,race,9769,1,5.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
153,1.0,Black,race,9769,1,5.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
154,1.0,Other,race,9769,1,5.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
155,1.0,White,race,9769,1,5.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
156,1.0,Amer-Indian-Eskimo,race,9769,1,10.0_pct,0.0,0.0,0.9,1.0,0.0,0.0,0.1,100,0,0.010236462278636503,1.0,90,0,0,10,90,10,100,9769,0.1,1.36986301369863,Other,1.0,Amer-Indian-Eskimo,1.2339366515837105,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
157,1.0,Asian-Pac-Islander,race,9769,1,10.0_pct,0.0,0.0,0.7293729372937293,1.0,0.0,0.0,0.2706270627062706,303,0,0.031016480704268604,1.0,221,0,0,82,221,82,303,9769,0.2706270627062706,4.1506849315068495,Other,1.0,Amer-Indian-Eskimo,1.0,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
158,1.0,Black,race,9769,1,10.0_pct,0.0,0.0,0.8665977249224406,1.0,0.0,0.0,0.13340227507755947,967,0,0.09898659023441499,1.0,838,0,0,129,838,129,967,9769,0.13340227507755947,13.246575342465754,Other,1.0,Amer-Indian-Eskimo,1.188140772178731,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
159,1.0,Other,race,9769,1,10.0_pct,0.0,0.0,0.8904109589041096,1.0,0.0,0.0,0.1095890410958904,73,0,0.007472617463404647,1.0,65,0,0,8,65,8,73,9769,0.1095890410958904,1.0,Other,1.0,Amer-Indian-Eskimo,1.2207896857373086,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
160,1.0,White,race,9769,1,10.0_pct,0.0,0.0,0.7450156137400913,1.0,0.0,0.0,0.2549843862599087,8326,0,0.8522878493192753,1.0,6203,0,0,2123,6203,2123,8326,9769,0.2549843862599087,114.05479452054794,Other,1.0,Amer-Indian-Eskimo,1.0214467464400347,Asian-Pac-Islander,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo,1.0,Amer-Indian-Eskimo
